key;sources;monoculture;inhibition score;test organism;phylogenetic distance (Tamura-Nei);strain A;strain B
P3_m117_1|S3_m200_1;P_S;0;0;Acinetobacter;0.32823353;P3_m117_1;S3_m200_1
P3_m117_1|S3_m200_1;P_S;0;0;Staphylococcus;0.32823353;P3_m117_1;S3_m200_1
P3_m117_2|S3_m200_1;P_S;0;0;Acinetobacter;0.328243847;P3_m117_2;S3_m200_1
P3_m117_2|S3_m200_1;P_S;0;0;Staphylococcus;0.328243847;P3_m117_2;S3_m200_1
P2_m77_1|S3_m202_1;P_S;1;0;Acinetobacter;0.328443616;P2_m77_1;S3_m202_1
P2_m77_1|S3_m202_1;P_S;1;2;Staphylococcus;0.328443616;P2_m77_1;S3_m202_1
P2_m27_1|P3_m118_2;P_P;0;0;Acinetobacter;0.328446172;P2_m27_1;P3_m118_2
P3_m127_1|P3_m144_1;P_P;0;0;Acinetobacter;0.328528526;P3_m127_1;P3_m144_1
P3_m127_1|P3_m144_1;P_P;0;0;Staphylococcus;0.328528526;P3_m127_1;P3_m144_1
P3_m117_2|S3_m198_1;P_S;0;0;Staphylococcus;0.328550602;P3_m117_2;S3_m198_1
P3_m117_2|S3_m198_1;P_S;0;0;Acinetobacter;0.328550602;P3_m117_2;S3_m198_1
P2_m84_1|S3_m133_1;P_S;0;0;Staphylococcus;0.328572171;P2_m84_1;S3_m133_1
P3_m127_1|S3_m135_1;P_S;0;0;Staphylococcus;0.328604285;P3_m127_1;S3_m135_1
P3_m127_1|S3_m135_1;P_S;0;0;Acinetobacter;0.328604285;P3_m127_1;S3_m135_1
P2_m71_1|P3_m182_1;P_P;1;2;Staphylococcus;0.328620344;P2_m71_1;P3_m182_1
P2_m71_1|P3_m182_1;P_P;1;0;Acinetobacter;0.328620344;P2_m71_1;P3_m182_1
P2_m22_1|P3_m166_1;P_P;1;0;Acinetobacter;0.328649993;P2_m22_1;P3_m166_1
P2_m22_1|P3_m166_1;P_P;1;2;Staphylococcus;0.328649993;P2_m22_1;P3_m166_1
P2_m45_1|P3_m177_1;P_P;0;0;Staphylococcus;0.328660592;P2_m45_1;P3_m177_1
P2_m45_1|P3_m177_1;P_P;0;0;Acinetobacter;0.328660592;P2_m45_1;P3_m177_1
P2_m239_1|P2_m64_1;P_P;0;0;Staphylococcus;0.32867404;P2_m239_1;P2_m64_1
P2_m239_1|P2_m64_1;P_P;0;0;Acinetobacter;0.32867404;P2_m239_1;P2_m64_1
P2_m71_1|P3_m105_1;P_P;0;0;Acinetobacter;0.328681248;P2_m71_1;P3_m105_1
P2_m71_1|P3_m105_1;P_P;0;0;Staphylococcus;0.328681248;P2_m71_1;P3_m105_1
P3_m118_2|P3_m177_1;P_P;0;0;Staphylococcus;0.328709265;P3_m118_2;P3_m177_1
P3_m118_2|P3_m177_1;P_P;0;0;Acinetobacter;0.328709265;P3_m118_2;P3_m177_1
P2_m16_1|P3_m152_1;P_P;0;0;Staphylococcus;0.328799019;P2_m16_1;P3_m152_1
P2_m16_1|P3_m152_1;P_P;0;0;Acinetobacter;0.328799019;P2_m16_1;P3_m152_1
P2_m16_1|P3_m117_1;P_P;0;0;Acinetobacter;0.328809376;P2_m16_1;P3_m117_1
P2_m16_1|P3_m117_1;P_P;0;0;Staphylococcus;0.328809376;P2_m16_1;P3_m117_1
P2_m40_1|P2_m46_1;P_P;0;0;Acinetobacter;0.328873661;P2_m40_1;P2_m46_1
P2_m40_1|P2_m46_1;P_P;0;0;Staphylococcus;0.328873661;P2_m40_1;P2_m46_1
P2_m45_1|S3_m196_1;P_S;0;0;Acinetobacter;0.328886511;P2_m45_1;S3_m196_1
P2_m45_1|S3_m196_1;P_S;0;0;Staphylococcus;0.328886511;P2_m45_1;S3_m196_1
P2_m32_1|P3_m117_1;P_P;1;0;Staphylococcus;0.328991396;P2_m32_1;P3_m117_1
P2_m45_1|P2_m80_1;P_P;0;0;Staphylococcus;0.328995435;P2_m45_1;P2_m80_1
P2_m45_1|P2_m80_1;P_P;0;0;Acinetobacter;0.328995435;P2_m45_1;P2_m80_1
P3_m105_1|P3_m152_1;P_P;0;0;Acinetobacter;0.329023198;P3_m105_1;P3_m152_1
P3_m105_1|P3_m152_1;P_P;0;0;Staphylococcus;0.329023198;P3_m105_1;P3_m152_1
P3_m127_1|P3_m187_1;P_P;0;0;Staphylococcus;0.329047544;P3_m127_1;P3_m187_1
P3_m127_1|P3_m187_1;P_P;0;0;Acinetobacter;0.329047544;P3_m127_1;P3_m187_1
P3_m119_1|S3_m129_1;P_S;0;0;Staphylococcus;0.329053202;P3_m119_1;S3_m129_1
P2_m83_1|P3_m152_1;P_P;0;0;Staphylococcus;0.329140377;P2_m83_1;P3_m152_1
P2_m83_1|P3_m152_1;P_P;0;0;Acinetobacter;0.329140377;P2_m83_1;P3_m152_1
P2_m46_1|S3_m140_1;P_S;0;0;Acinetobacter;0.329228926;P2_m46_1;S3_m140_1
P2_m46_1|S3_m140_1;P_S;0;0;Staphylococcus;0.329228926;P2_m46_1;S3_m140_1
P3_m117_1|S3_m131_1;P_S;0;0;Staphylococcus;0.329289271;P3_m117_1;S3_m131_1
P3_m117_1|S3_m131_1;P_S;0;0;Acinetobacter;0.329289271;P3_m117_1;S3_m131_1
P2_m67_1|P3_m152_1;P_P;0;0;Staphylococcus;0.329318518;P2_m67_1;P3_m152_1
P2_m67_1|P3_m152_1;P_P;0;0;Acinetobacter;0.329318518;P2_m67_1;P3_m152_1
P3_m152_1|S2_m125_1;P_S;0;0;Acinetobacter;0.329335239;P3_m152_1;S2_m125_1
P3_m152_1|S2_m125_1;P_S;0;0;Staphylococcus;0.329335239;P3_m152_1;S2_m125_1
P2_m120_1|P2_m67_1;P_P;0;0;Acinetobacter;0.32936626;P2_m120_1;P2_m67_1
P2_m120_1|P2_m67_1;P_P;0;0;Staphylococcus;0.32936626;P2_m120_1;P2_m67_1
P2_m47_2|P3_m118_1;P_P;0;0;Acinetobacter;0.32949602;P2_m47_2;P3_m118_1
P2_m47_2|P3_m118_1;P_P;0;0;Staphylococcus;0.32949602;P2_m47_2;P3_m118_1
P2_m47_3|P3_m118_1;P_P;0;0;Acinetobacter;0.32949602;P2_m47_3;P3_m118_1
P2_m47_3|P3_m118_1;P_P;0;0;Staphylococcus;0.32949602;P2_m47_3;P3_m118_1
P3_m117_2|P3_m144_1;P_P;0;0;Staphylococcus;0.329498685;P3_m117_2;P3_m144_1
P3_m118_1|S3_m131_1;P_S;0;0;Acinetobacter;0.329499278;P3_m118_1;S3_m131_1
P3_m118_1|S3_m131_1;P_S;0;0;Staphylococcus;0.329499278;P3_m118_1;S3_m131_1
P2_m45_1|P2_m88_1;P_P;0;0;Staphylococcus;0.329520925;P2_m45_1;P2_m88_1
P3_m166_1|P3_m182_1;P_P;2;2;Staphylococcus;0.329531499;P3_m166_1;P3_m182_1
P3_m166_1|P3_m182_1;P_P;2;0;Acinetobacter;0.329531499;P3_m166_1;P3_m182_1
P2_m70_1|P3_m185_1;P_P;0;0;Acinetobacter;0.329569824;P2_m70_1;P3_m185_1
P2_m70_1|P3_m185_1;P_P;0;0;Staphylococcus;0.329569824;P2_m70_1;P3_m185_1
P2_m70_1|P3_m114_1;P_P;0;0;Staphylococcus;0.329673248;P2_m70_1;P3_m114_1
P2_m70_1|P3_m114_1;P_P;0;0;Acinetobacter;0.329673248;P2_m70_1;P3_m114_1
P2_m64_1|S3_m198_1;P_S;0;0;Staphylococcus;0.329725676;P2_m64_1;S3_m198_1
P2_m64_1|S3_m198_1;P_S;0;0;Acinetobacter;0.329725676;P2_m64_1;S3_m198_1
P3_m152_1|S3_m198_1;P_S;0;0;Staphylococcus;0.329793956;P3_m152_1;S3_m198_1
P3_m152_1|S3_m198_1;P_S;0;0;Acinetobacter;0.329793956;P3_m152_1;S3_m198_1
P2_m78_1|P3_m118_2;P_P;0;0;Acinetobacter;0.329800969;P2_m78_1;P3_m118_2
P2_m78_1|P3_m118_2;P_P;0;0;Staphylococcus;0.329800969;P2_m78_1;P3_m118_2
P2_m40_1|P3_m117_2;P_P;0;0;Acinetobacter;0.329806245;P2_m40_1;P3_m117_2
P2_m40_1|P3_m117_2;P_P;0;0;Staphylococcus;0.329806245;P2_m40_1;P3_m117_2
P3_m127_1|P3_m182_1;P_P;1;0;Acinetobacter;0.329921934;P3_m127_1;P3_m182_1
P3_m127_1|P3_m182_1;P_P;1;2;Staphylococcus;0.329921934;P3_m127_1;P3_m182_1
P2_m45_1|S3_m135_1;P_S;0;0;Staphylococcus;0.329956327;P2_m45_1;S3_m135_1
P2_m45_1|S3_m135_1;P_S;0;0;Acinetobacter;0.329956327;P2_m45_1;S3_m135_1
P2_m45_1|P2_m73_1;P_P;0;0;Acinetobacter;0.329969705;P2_m45_1;P2_m73_1
P2_m45_1|P2_m73_1;P_P;0;0;Staphylococcus;0.329969705;P2_m45_1;P2_m73_1
P2_m45_1|P2_m67_1;P_P;0;0;Acinetobacter;0.329969705;P2_m45_1;P2_m67_1
P2_m45_1|P2_m67_1;P_P;0;0;Staphylococcus;0.329969705;P2_m45_1;P2_m67_1
P2_m45_1|P2_m73_2;P_P;0;0;Acinetobacter;0.329969705;P2_m45_1;P2_m73_2
P2_m45_1|P2_m73_2;P_P;0;0;Staphylococcus;0.329969705;P2_m45_1;P2_m73_2
P2_m45_1|P3_m141_1;P_P;0;0;Acinetobacter;0.329969705;P2_m45_1;P3_m141_1
P2_m45_1|P3_m141_1;P_P;0;0;Staphylococcus;0.329969705;P2_m45_1;P3_m141_1
P2_m45_1|P3_m144_1;P_P;0;0;Acinetobacter;0.329969705;P2_m45_1;P3_m144_1
P2_m45_1|P3_m144_1;P_P;0;0;Staphylococcus;0.329969705;P2_m45_1;P3_m144_1
P2_m120_1|P2_m239_1;P_P;0;0;Acinetobacter;0.330084094;P2_m120_1;P2_m239_1
P2_m120_1|P2_m239_1;P_P;0;0;Staphylococcus;0.330084094;P2_m120_1;P2_m239_1
P3_m152_1|P3_m163_1;P_P;0;0;Staphylococcus;0.330084166;P3_m152_1;P3_m163_1
P3_m152_1|P3_m163_1;P_P;0;0;Acinetobacter;0.330084166;P3_m152_1;P3_m163_1
P2_m120_1|P3_m163_1;P_P;0;0;Staphylococcus;0.330100016;P2_m120_1;P3_m163_1
P2_m120_1|P3_m163_1;P_P;0;0;Acinetobacter;0.330100016;P2_m120_1;P3_m163_1
P2_m120_1|S3_m194_1;P_S;0;0;Staphylococcus;0.330145142;P2_m120_1;S3_m194_1
P2_m120_1|S3_m194_1;P_S;0;0;Acinetobacter;0.330145142;P2_m120_1;S3_m194_1
P2_m40_1|P2_m45_1;P_P;0;0;Acinetobacter;0.330155437;P2_m40_1;P2_m45_1
P2_m40_1|P2_m45_1;P_P;0;0;Staphylococcus;0.330155437;P2_m40_1;P2_m45_1
P3_m117_1|S2_m53_1;P_S;0;0;Acinetobacter;0.330181509;P3_m117_1;S2_m53_1
P3_m117_1|S2_m53_1;P_S;0;0;Staphylococcus;0.330181509;P3_m117_1;S2_m53_1
P3_m117_2|S2_m53_1;P_S;0;0;Staphylococcus;0.33019379;P3_m117_2;S2_m53_1
P3_m117_2|S2_m53_1;P_S;0;0;Acinetobacter;0.33019379;P3_m117_2;S2_m53_1
P2_m46_1|S3_m189_1;P_S;0;0;Acinetobacter;0.330285296;P2_m46_1;S3_m189_1
P2_m46_1|S3_m189_1;P_S;0;0;Staphylococcus;0.330285296;P2_m46_1;S3_m189_1
P2_m8_1|P3_m119_1;P_P;1;0;Staphylococcus;0.330289115;P2_m8_1;P3_m119_1
P2_m8_1|P3_m119_1;P_P;1;2;Staphylococcus;0.330289115;P2_m8_1;P3_m119_1
P3_m127_1|P3_m179_1;P_P;0;0;Staphylococcus;0.330310697;P3_m127_1;P3_m179_1
P3_m127_1|P3_m179_1;P_P;0;0;Acinetobacter;0.330310697;P3_m127_1;P3_m179_1
P3_m119_1|S2_m9_2;P_S;1;2;Staphylococcus;0.330328155;P3_m119_1;S2_m9_2
P2_m64_1|P3_m122_1;P_P;1;0;Acinetobacter;0.33033305;P2_m64_1;P3_m122_1
P2_m64_1|P3_m122_1;P_P;1;0;Staphylococcus;0.33033305;P2_m64_1;P3_m122_1
P2_m17_1|P3_m165_1;P_P;0;0;Acinetobacter;0.330353415;P2_m17_1;P3_m165_1
P2_m17_1|P3_m165_1;P_P;0;0;Staphylococcus;0.330353415;P2_m17_1;P3_m165_1
P2_m71_1|S3_m106_2;P_S;0;0;Acinetobacter;0.330390301;P2_m71_1;S3_m106_2
P2_m71_1|S3_m106_2;P_S;0;0;Staphylococcus;0.330390301;P2_m71_1;S3_m106_2
P3_m117_1|S3_m146_1;P_S;0;0;Staphylococcus;0.330400927;P3_m117_1;S3_m146_1
P3_m117_1|S3_m146_1;P_S;0;0;Acinetobacter;0.330400927;P3_m117_1;S3_m146_1
P3_m118_1|S2_m53_1;P_S;0;0;Staphylococcus;0.330411288;P3_m118_1;S2_m53_1
P3_m118_1|S2_m53_1;P_S;0;0;Acinetobacter;0.330411288;P3_m118_1;S2_m53_1
P2_m27_1|P2_m45_1;P_P;0;0;Acinetobacter;0.330455496;P2_m27_1;P2_m45_1
P2_m35_1|P2_m45_1;P_P;0;0;Staphylococcus;0.330455496;P2_m35_1;P2_m45_1
P3_m113_1|P3_m118_2;P_P;0;0;Acinetobacter;0.330474043;P3_m113_1;P3_m118_2
P3_m113_1|P3_m118_2;P_P;0;0;Staphylococcus;0.330474043;P3_m113_1;P3_m118_2
P3_m118_1|S3_m197_2;P_S;0;0;Acinetobacter;0.330513343;P3_m118_1;S3_m197_2
P3_m118_1|S3_m197_2;P_S;0;0;Staphylococcus;0.330513343;P3_m118_1;S3_m197_2
P3_m117_1|P3_m176_1;P_P;0;0;Acinetobacter;0.330564831;P3_m117_1;P3_m176_1
P3_m117_1|P3_m176_1;P_P;0;0;Staphylococcus;0.330564831;P3_m117_1;P3_m176_1
P3_m117_2|P3_m176_1;P_P;0;0;Staphylococcus;0.330564831;P3_m117_2;P3_m176_1
P3_m117_2|P3_m176_1;P_P;0;0;Acinetobacter;0.330564831;P3_m117_2;P3_m176_1
P2_m64_1|P2_m66_1;P_P;0;0;Staphylococcus;0.330574606;P2_m64_1;P2_m66_1
P2_m64_1|P2_m66_1;P_P;0;0;Acinetobacter;0.330574606;P2_m64_1;P2_m66_1
P2_m64_1|P2_m69_1;P_P;0;0;Acinetobacter;0.330574606;P2_m64_1;P2_m69_1
P2_m64_1|P2_m69_1;P_P;0;0;Staphylococcus;0.330574606;P2_m64_1;P2_m69_1
P2_m64_1|S2_m54_1;P_S;0;0;Staphylococcus;0.330579927;P2_m64_1;S2_m54_1
P2_m64_1|S2_m54_1;P_S;0;0;Acinetobacter;0.330579927;P2_m64_1;S2_m54_1
P3_m118_1|S3_m146_1;P_S;0;0;Staphylococcus;0.330602683;P3_m118_1;S3_m146_1
P3_m118_1|S3_m146_1;P_S;0;0;Acinetobacter;0.330602683;P3_m118_1;S3_m146_1
P3_m127_1|S3_m131_1;P_S;0;0;Staphylococcus;0.330620589;P3_m127_1;S3_m131_1
P3_m127_1|S3_m131_1;P_S;0;0;Acinetobacter;0.330620589;P3_m127_1;S3_m131_1
P1_m244_1|P3_m118_2;P_P;0;0;Acinetobacter;0.330680959;P1_m244_1;P3_m118_2
S3_m196_1|S3_m202_1;S_S;1;2;Staphylococcus;0.330718537;S3_m196_1;S3_m202_1
S3_m196_1|S3_m202_1;S_S;1;0;Acinetobacter;0.330718537;S3_m196_1;S3_m202_1
P2_m33_1|P2_m45_1;P_P;0;0;Acinetobacter;0.330720273;P2_m33_1;P2_m45_1
P2_m33_1|P2_m45_1;P_P;0;0;Staphylococcus;0.330720273;P2_m33_1;P2_m45_1
P2_m45_1|S3_m199_1;P_S;0;0;Staphylococcus;0.330854304;P2_m45_1;S3_m199_1
P2_m45_1|S3_m199_1;P_S;0;0;Acinetobacter;0.330854304;P2_m45_1;S3_m199_1
P2_m120_1|P3_m113_1;P_P;0;0;Acinetobacter;0.331019579;P2_m120_1;P3_m113_1
P2_m120_1|P3_m113_1;P_P;0;0;Staphylococcus;0.331019579;P2_m120_1;P3_m113_1
P2_m45_1|P3_m163_1;P_P;0;0;Staphylococcus;0.331026659;P2_m45_1;P3_m163_1
P2_m45_1|P3_m163_1;P_P;0;0;Acinetobacter;0.331026659;P2_m45_1;P3_m163_1
P2_m22_1|P3_m117_2;P_P;0;0;Acinetobacter;0.331119544;P2_m22_1;P3_m117_2
P2_m22_1|P3_m117_2;P_P;0;0;Staphylococcus;0.331119544;P2_m22_1;P3_m117_2
P3_m117_1|S2_m59_1;P_S;0;0;Staphylococcus;0.331142411;P3_m117_1;S2_m59_1
P3_m117_1|S2_m59_1;P_S;0;0;Acinetobacter;0.331142411;P3_m117_1;S2_m59_1
P3_m117_2|S2_m59_1;P_S;0;0;Staphylococcus;0.331157604;P3_m117_2;S2_m59_1
P3_m117_2|S2_m59_1;P_S;0;0;Acinetobacter;0.331157604;P3_m117_2;S2_m59_1
P2_m33_1|P2_m84_1;P_P;0;0;Staphylococcus;0.331245652;P2_m33_1;P2_m84_1
P3_m117_1|S3_m198_1;P_S;0;0;Acinetobacter;0.331252742;P3_m117_1;S3_m198_1
P3_m117_1|S3_m198_1;P_S;0;0;Staphylococcus;0.331252742;P3_m117_1;S3_m198_1
P2_m45_1|P3_m116_1;P_P;0;0;Staphylococcus;0.331278945;P2_m45_1;P3_m116_1
P2_m45_1|P3_m116_1;P_P;0;1;Acinetobacter;0.331278945;P2_m45_1;P3_m116_1
P2_m45_1|P2_m77_1;P_P;0;0;Acinetobacter;0.331286509;P2_m45_1;P2_m77_1
P2_m45_1|P2_m77_1;P_P;0;0;Staphylococcus;0.331286509;P2_m45_1;P2_m77_1
P3_m152_1|S3_m131_1;P_S;0;0;Acinetobacter;0.331390498;P3_m152_1;S3_m131_1
P3_m152_1|S3_m131_1;P_S;0;0;Staphylococcus;0.331390498;P3_m152_1;S3_m131_1
P3_m117_2|P3_m122_1;P_P;1;0;Staphylococcus;0.331394188;P3_m117_2;P3_m122_1
P3_m117_2|P3_m122_1;P_P;1;0;Acinetobacter;0.331394188;P3_m117_2;P3_m122_1
P2_m45_1|P2_m68_1;P_P;0;0;Staphylococcus;0.331455189;P2_m45_1;P2_m68_1
P2_m45_1|P2_m68_1;P_P;0;0;Acinetobacter;0.331455189;P2_m45_1;P2_m68_1
P3_m118_2|S3_m193_1;P_S;0;0;Staphylococcus;0.331484426;P3_m118_2;S3_m193_1
P3_m118_2|S3_m193_1;P_S;0;0;Acinetobacter;0.331484426;P3_m118_2;S3_m193_1
P2_m239_1|P3_m117_2;P_P;0;0;Acinetobacter;0.331536424;P2_m239_1;P3_m117_2
P2_m239_1|P3_m117_2;P_P;0;0;Staphylococcus;0.331536424;P2_m239_1;P3_m117_2
P2_m70_1|P3_m127_1;P_P;0;0;Acinetobacter;0.331553102;P2_m70_1;P3_m127_1
P2_m70_1|P3_m127_1;P_P;0;0;Staphylococcus;0.331553102;P2_m70_1;P3_m127_1
P3_m119_1|S2_m5_1;P_S;1;2;Staphylococcus;0.331623995;P3_m119_1;S2_m5_1
P3_m119_1|S2_m13_1;P_S;1;2;Staphylococcus;0.331623995;P3_m119_1;S2_m13_1
P3_m127_1|S3_m146_1;P_S;0;0;Acinetobacter;0.3317341;P3_m127_1;S3_m146_1
P3_m127_1|S3_m146_1;P_S;0;0;Staphylococcus;0.3317341;P3_m127_1;S3_m146_1
P2_m47_2|P3_m152_1;P_P;0;0;Acinetobacter;0.331808214;P2_m47_2;P3_m152_1
P2_m47_2|P3_m152_1;P_P;0;0;Staphylococcus;0.331808214;P2_m47_2;P3_m152_1
P2_m47_3|P3_m152_1;P_P;0;0;Acinetobacter;0.331808214;P2_m47_3;P3_m152_1
P2_m47_3|P3_m152_1;P_P;0;0;Staphylococcus;0.331808214;P2_m47_3;P3_m152_1
P3_m118_1|P3_m181_1;P_P;0;0;Acinetobacter;0.331851202;P3_m118_1;P3_m181_1
P3_m118_1|P3_m181_1;P_P;0;0;Staphylococcus;0.331851202;P3_m118_1;P3_m181_1
P2_m120_1|S2_m53_1;P_S;0;0;Acinetobacter;0.33198041;P2_m120_1;S2_m53_1
P2_m120_1|S2_m53_1;P_S;0;0;Staphylococcus;0.33198041;P2_m120_1;S2_m53_1
P2_m239_1|P2_m46_1;P_P;0;0;Staphylococcus;0.332001804;P2_m239_1;P2_m46_1
P2_m239_1|P2_m46_1;P_P;0;0;Acinetobacter;0.332001804;P2_m239_1;P2_m46_1
P3_m152_1|S3_m130_1;P_S;0;0;Acinetobacter;0.332059604;P3_m152_1;S3_m130_1
P3_m152_1|S3_m130_1;P_S;0;0;Staphylococcus;0.332059604;P3_m152_1;S3_m130_1
P3_m118_2|S3_m198_1;P_S;0;0;Staphylococcus;0.332123678;P3_m118_2;S3_m198_1
P3_m118_2|S3_m198_1;P_S;0;0;Acinetobacter;0.332123678;P3_m118_2;S3_m198_1
P3_m117_1|P3_m144_1;P_P;0;0;Acinetobacter;0.332225458;P3_m117_1;P3_m144_1
P3_m117_1|P3_m144_1;P_P;0;0;Staphylococcus;0.332225458;P3_m117_1;P3_m144_1
P2_m46_1|P3_m176_1;P_P;0;0;Acinetobacter;0.332250359;P2_m46_1;P3_m176_1
P2_m46_1|P3_m176_1;P_P;0;0;Staphylococcus;0.332250359;P2_m46_1;P3_m176_1
P2_m22_1|P3_m112_1;P_P;0;0;Staphylococcus;0.332273978;P2_m22_1;P3_m112_1
P2_m22_1|P3_m112_1;P_P;0;0;Acinetobacter;0.332273978;P2_m22_1;P3_m112_1
P2_m67_1|P3_m118_1;P_P;0;0;Acinetobacter;0.332310251;P2_m67_1;P3_m118_1
P2_m67_1|P3_m118_1;P_P;0;0;Staphylococcus;0.332310251;P2_m67_1;P3_m118_1
P3_m152_1|S3_m193_1;P_S;0;0;Acinetobacter;0.332325235;P3_m152_1;S3_m193_1
P3_m152_1|S3_m193_1;P_S;0;0;Staphylococcus;0.332325235;P3_m152_1;S3_m193_1
P2_m46_1|S3_m194_1;P_S;0;0;Acinetobacter;0.332333977;P2_m46_1;S3_m194_1
P2_m46_1|S3_m194_1;P_S;0;0;Staphylococcus;0.332333977;P2_m46_1;S3_m194_1
P2_m83_1|P3_m118_1;P_P;0;0;Staphylococcus;0.33234975;P2_m83_1;P3_m118_1
P2_m83_1|P3_m118_1;P_P;0;0;Acinetobacter;0.33234975;P2_m83_1;P3_m118_1
P2_m66_1|P3_m112_1;P_P;0;0;Staphylococcus;0.332369717;P2_m66_1;P3_m112_1
P2_m66_1|P3_m112_1;P_P;0;0;Acinetobacter;0.332369717;P2_m66_1;P3_m112_1
P2_m69_1|P3_m112_1;P_P;0;0;Acinetobacter;0.332369717;P2_m69_1;P3_m112_1
P2_m69_1|P3_m112_1;P_P;0;0;Staphylococcus;0.332369717;P2_m69_1;P3_m112_1
P3_m112_1|S2_m54_1;P_S;0;0;Acinetobacter;0.332383182;P3_m112_1;S2_m54_1
P3_m112_1|S2_m54_1;P_S;0;0;Staphylococcus;0.332383182;P3_m112_1;S2_m54_1
P2_m72_1|P3_m112_1;P_P;0;0;Staphylococcus;0.332405153;P2_m72_1;P3_m112_1
P2_m72_1|P3_m112_1;P_P;0;0;Acinetobacter;0.332405153;P2_m72_1;P3_m112_1
P3_m127_1|P3_m176_1;P_P;0;0;Acinetobacter;0.332409628;P3_m127_1;P3_m176_1
P3_m127_1|P3_m176_1;P_P;0;0;Staphylococcus;0.332409628;P3_m127_1;P3_m176_1
P3_m118_1|S2_m55_1;P_S;0;0;Staphylococcus;0.33241744;P3_m118_1;S2_m55_1
P3_m118_1|S2_m125_1;P_S;0;0;Staphylococcus;0.332424998;P3_m118_1;S2_m125_1
P3_m118_1|S2_m125_1;P_S;0;0;Acinetobacter;0.332424998;P3_m118_1;S2_m125_1
P2_m22_1|P3_m117_1;P_P;0;0;Acinetobacter;0.332436755;P2_m22_1;P3_m117_1
P2_m22_1|P3_m117_1;P_P;0;0;Staphylococcus;0.332436755;P2_m22_1;P3_m117_1
P3_m118_1|S3_m207_1;P_S;1;2;Staphylococcus;0.332490931;P3_m118_1;S3_m207_1
P3_m118_1|S3_m207_1;P_S;1;0;Acinetobacter;0.332490931;P3_m118_1;S3_m207_1
P3_m152_1|S3_m146_1;P_S;0;0;Staphylococcus;0.332529655;P3_m152_1;S3_m146_1
P3_m152_1|S3_m146_1;P_S;0;0;Acinetobacter;0.332529655;P3_m152_1;S3_m146_1
P2_m70_1|P3_m117_2;P_P;0;0;Acinetobacter;0.332558497;P2_m70_1;P3_m117_2
P2_m70_1|P3_m117_2;P_P;0;0;Staphylococcus;0.332558497;P2_m70_1;P3_m117_2
P3_m152_1|S3_m189_1;P_S;0;0;Staphylococcus;0.332578356;P3_m152_1;S3_m189_1
P3_m152_1|S3_m189_1;P_S;0;0;Acinetobacter;0.332578356;P3_m152_1;S3_m189_1
P2_m32_1|P2_m45_1;P_P;1;0;Staphylococcus;0.332616996;P2_m32_1;P2_m45_1
P2_m39_1|S3_m226_1;P_S;0;0;Staphylococcus;0.332639971;P2_m39_1;S3_m226_1
P2_m39_1|S3_m226_1;P_S;0;0;Acinetobacter;0.332639971;P2_m39_1;S3_m226_1
P2_m39_1|S3_m192_1;P_S;0;0;Acinetobacter;0.332639971;P2_m39_1;S3_m192_1
P3_m118_2|S3_m226_1;P_S;0;0;Acinetobacter;0.332699614;P3_m118_2;S3_m226_1
P3_m118_2|S3_m226_1;P_S;0;0;Staphylococcus;0.332699614;P3_m118_2;S3_m226_1
P3_m118_2|S3_m192_1;P_S;0;0;Acinetobacter;0.332699614;P3_m118_2;S3_m192_1
P3_m118_1|S3_m195_1;P_S;0;0;Staphylococcus;0.332744967;P3_m118_1;S3_m195_1
P3_m102_1|P3_m118_2;P_P;0;0;Acinetobacter;0.332752552;P3_m102_1;P3_m118_2
P3_m102_1|P3_m118_2;P_P;0;0;Staphylococcus;0.332752552;P3_m102_1;P3_m118_2
P3_m152_1|S2_m53_1;P_S;0;0;Staphylococcus;0.3327824;P3_m152_1;S2_m53_1
P3_m152_1|S2_m53_1;P_S;0;0;Acinetobacter;0.3327824;P3_m152_1;S2_m53_1
P3_m152_1|P3_m179_1;P_P;0;0;Staphylococcus;0.332783145;P3_m152_1;P3_m179_1
P3_m152_1|P3_m179_1;P_P;0;0;Acinetobacter;0.332783145;P3_m152_1;P3_m179_1
P3_m118_2|P3_m122_1;P_P;1;0;Acinetobacter;0.332794842;P3_m118_2;P3_m122_1
P3_m118_2|P3_m122_1;P_P;1;0;Staphylococcus;0.332794842;P3_m118_2;P3_m122_1
P2_m46_1|P3_m187_1;P_P;0;0;Staphylococcus;0.332812775;P2_m46_1;P3_m187_1
P2_m46_1|P3_m187_1;P_P;0;0;Acinetobacter;0.332812775;P2_m46_1;P3_m187_1
P2_m40_1|P3_m117_1;P_P;0;0;Staphylococcus;0.33283086;P2_m40_1;P3_m117_1
P2_m40_1|P3_m117_1;P_P;0;0;Acinetobacter;0.33283086;P2_m40_1;P3_m117_1
P2_m32_1|P3_m118_1;P_P;1;0;Staphylococcus;0.332855406;P2_m32_1;P3_m118_1
P2_m32_1|P3_m118_2;P_P;1;0;Staphylococcus;0.332855406;P2_m32_1;P3_m118_2
P2_m239_1|P3_m117_1;P_P;0;0;Acinetobacter;0.33288792;P2_m239_1;P3_m117_1
P2_m239_1|P3_m117_1;P_P;0;0;Staphylococcus;0.33288792;P2_m239_1;P3_m117_1
P2_m64_1|S2_m53_1;P_S;0;0;Staphylococcus;0.332915065;P2_m64_1;S2_m53_1
P2_m64_1|S2_m53_1;P_S;0;0;Acinetobacter;0.332915065;P2_m64_1;S2_m53_1
